"Stock","Species","BY","R","S","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R2.5","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2","R4.3","R4.4","Logrs","Stock.ID","Lat","Lon","ocean_0","ocean_1","ocean_2","ocean_3","ocean_4","Ocean.Region2","early_sst","early_sst_raw","np_pinks_sec","det_np_pinks_sec","RS","RS_stnd","lnRS","S_stnd","early_sst_stnd","np_pinks_sec_stnd","det_np_pinks_sec_stnd"
"Birkenhead","Sockeye",1960,172100,19198,0,0,0,0,0,0.165984892504358,0.69451481696688,0.0616327716443928,0,0,0.017925624636839,0.0405578152237071,0.0193840790238234,0,0,0,0,0,0,0,0,0,0,2.19326959627615,20,49.12,-123.06,0,0.92213248111563,0.0778675188843695,0,0,"WC",-0.0889076413846804,11.8729901855566,122.844237048028,-37.64672656371,8.9644754661944,-0.318234674344157,2.19326959627615,-0.505461863215206,-0.191510311728784,-1.25754098315483,-0.422234427517776
"Birkenhead","Sockeye",1961,129815,10550,0,0,0,0,0,0.16863228440473,0.516920232638755,0.13375958094211,0,0,0.0238955436582829,0.146778107306552,0.0100142510495705,0,0,0,0,0,0,0,0,0,0,2.50998450007479,20,49.12,-123.06,0,0.819312097985595,0.180687902014405,0,0,"WC",0.393047318834938,12.3549451457762,158.718416826541,0.860896006993139,12.3047393364929,-0.072439066305575,2.50998450007479,-0.698049378426602,0.54399057358511,-1.03589990294279,0.0262983708690858
"Birkenhead","Sockeye",1962,102491,14311,0,0,0,0,0,0.208232918012313,0.645100545413744,0.081021748251066,0,0,0.0265877003834483,0.0389790323052756,7.80556341532427e-05,0,0,0,0,0,0,0,0,0,0,1.9687465175166,20,49.12,-123.06,0,0.934355211677123,0.0656447883228771,0,0,"WC",-0.700288823494304,11.261609003447,123.833817156109,-25.4396605844729,7.16169380197051,-0.450893599664066,1.9687465175166,-0.614293406559111,-1.12452571321148,-1.2514270704336,-0.280047787620514
"Birkenhead","Sockeye",1963,456078,20769,0,0,0,0,0,0.209448822350563,0.617528142116042,0.106483978617693,0,0,0.00860379145672451,0.0572533645560628,0.000681900902915729,0,0,0,0,0,0,0,0,0,0,3.08920235715413,20,49.12,-123.06,0,0.933460943084297,0.066539056915703,0,0,"WC",-0.998167862839987,10.9637299641013,136.846993544885,-15.8576330175872,21.9595551061678,0.638017174505028,3.08920235715413,-0.470476318997225,-1.57911237636226,-1.17102789504882,-0.168437323201318
"Birkenhead","Sockeye",1964,365895,27978,0,0,0,0,0,0.107232949343391,0.617384768854453,0.23268150698971,0,0,0.00237499829185969,0.0397436423017532,0.000582134218833272,0,0,0,0,0,0,0,0,0,0,2.57092791994178,20,49.12,-123.06,0,0.957299225187554,0.0427007748124462,0,0,"WC",-0.247671886742283,11.714225940199,155.155474170948,-19.4961019326052,13.0779541067982,-0.0155415270717594,2.57092791994178,-0.309934760583839,-0.433796941507423,-1.05791279532931,-0.210817832184966
"Birkenhead","Sockeye",1965,165171,9769,0,0,0,0,0,0.185274654751742,0.66012193423785,0.0894224773113924,0,0,0.0125203576899092,0.0436820022885373,0.00897857372056838,0,0,0,0,0,0,0,0,0,0,2.82776719421209,20,49.12,-123.06,0,0.934819066300985,0.065180933699015,0,0,"WC",-0.237200457449073,11.7246973694922,172.445763196879,13.756162145972,16.9076671102467,0.266270531150985,2.82776719421209,-0.715441937328094,-0.417816723123223,-0.951088378421494,0.176501094930789
"Birkenhead","Sockeye",1966,316855,13462,0,0,0,0,0,0.178640071957204,0.48923324549084,0.193523851604046,0,0,0.0215366650360575,0.11508418677313,0.00198197913872276,0,0,0,0,0,0,0,0,0,0,3.1585733543942,20,49.12,-123.06,0,0.86139716905209,0.13860283094791,0,0,"WC",-0.442402669701691,11.5194951572396,114.002108746736,-46.3105447237672,23.5369930173823,0.754094025192698,3.1585733543942,-0.633200298373921,-0.730971314812447,-1.31217021454553,-0.523149683890988
"Birkenhead","Sockeye",1967,492408,17580,0,0,0,0,0,0.110187080632321,0.741982258614807,0.0932072590209745,0,0,0.0141204042176407,0.0388377118162174,0.00166528569803902,0,0,0,0,0,0,0,0,0,0,3.33254574887498,20,49.12,-123.06,0,0.945376598268103,0.0546234017318971,0,0,"WC",-0.575370118593889,11.3865277083474,174.479034848418,-3.47885040317869,28.0095563139932,1.08321066317953,3.33254574887498,-0.54149407871151,-0.933890019775203,-0.938526236847969,-0.0242505457270957
"Birkenhead","Sockeye",1968,285207,31042,0,0,0,0,0,0.0743775573530804,0.765139004302138,0.124001164066801,0,0,0.00686168291802095,0.029262956379051,0.000357634980908603,0,0,0,0,0,0,0,0,0,0,2.21787410618947,20,49.12,-123.06,0,0.963517725722019,0.0364822742779806,0,0,"WC",-0.641452856721739,11.3204449702196,116.932689989571,-73.216618675932,9.18777784936538,-0.301802815311694,2.21787410618947,-0.241700701077859,-1.03473743583842,-1.29406423424657,-0.836548845867555
"Birkenhead","Sockeye",1969,791869,14324,0,0,0,0,0,0.0934144410249675,0.569771010103944,0.302063851470382,0,0,0.00276560895804735,0.0316554884709466,0.000329599971712493,0,0,0,0,0,0,0,0,0,0,4.01245952195708,20,49.12,-123.06,0,0.965249302599294,0.0347506974007064,0,0,"WC",-1.20756638635962,10.7543314405817,142.580421649005,-48.5419779409141,55.2826724378665,3.09012162023971,4.01245952195708,-0.614003901737448,-1.89867086656211,-1.13560511448182,-0.549141186832064
"Birkenhead","Sockeye",1970,738909,19252,0,0,0,0,0,0.161194409595769,0.718916673095063,0.0416817226478497,0,0,0.0302919574670223,0.0440500792384448,0.00386515795585113,0,0,0,0,0,0,0,0,0,0,3.64755982254753,20,49.12,-123.06,0,0.921792805338682,0.0782071946613182,0,0,"WC",-0.567700867241204,11.3941969597001,112.809049212978,-62.4173441746373,38.3808954913775,1.84639277042178,3.64755982254753,-0.504259304725218,-0.922186143634942,-1.31954128213375,-0.710760015260838
"Birkenhead","Sockeye",1971,369096,16143,0,0,0,0,0,0.168834124455426,0.666214209853263,0.125568957669549,0,0,0.00528859700457334,0.0326012744651798,0.00149283655200815,0,0,0,0,0,0,0,0,0,0,3.12957025363034,20,49.12,-123.06,0,0.960617291978239,0.0393827080217613,0,0,"WC",-0.377492023953615,11.5844058029877,187.523236985228,3.88538825275969,22.8641516446757,0.704582531268974,3.12957025363034,-0.573495496306188,-0.631912603201196,-0.857935375399526,0.0615273432161123
"Birkenhead","Sockeye",1972,519340,26202,0,0,0,0,0,0.0824912388801171,0.818234682481611,0.0898351754149497,0,0,0.0027554203412023,0.00626949589864058,0.000413986983479031,0,0,0,0,0,0,0,0,0,0,2.98672303091919,20,49.12,-123.06,0,0.990561096776678,0.00943890322332191,0,0,"WC",-0.566250987169557,11.3956468397717,182.578683432648,-26.3522865488606,19.8206243798183,0.48062248987836,2.98672303091919,-0.349485573143441,-0.919973513484171,-0.888484260344807,-0.290677960307382
"Birkenhead","Sockeye",1973,216524,28374,0,0,0,0,0,0.203751085330033,0.648209898209898,0.115335944283313,0,0,0.0139060796955534,0.018796992481203,0,0,0,0,0,0,0,0,0,0,0,2.03222816291231,20,49.12,-123.06,0,0.967296927823244,0.0327030721767564,0,0,"WC",-0.722348793474533,11.2395490334668,217.521562054412,33.4586639155908,7.63107069852682,-0.416354178777532,2.03222816291231,-0.301115998323928,-1.15819094915606,-0.672597028601459,0.405993794401482
"Birkenhead","Sockeye",1974,727181,85495,0,0,0,0,0,0.0752151115059387,0.583944024940146,0.285400746169111,0,0,0.00465358693365201,0.0449117894994506,0.00587474095170253,0,0,0,0,0,0,0,0,0,0,2.14071752020862,20,49.12,-123.06,0,0.944559882615195,0.0554401173848052,0,0,"WC",-0.806891018590529,11.1550068083508,219.75759688181,-3.55600384593411,8.50553833557518,-0.3520058778934,2.14071752020862,0.970945918464945,-1.28720898310448,-0.658782157359917,-0.0251492210353605
"Birkenhead","Sockeye",1975,120593,19653,0,0,0,0,0,0.0774091365170449,0.671481760964567,0.154370485849096,0,0,0.0085411259359996,0.0841839907789009,0.00401349995439205,0,0,0,0,0,0,0,0,0,0,1.81419124107292,20,49.12,-123.06,0,0.903261383330707,0.0967386166692926,0,0,"WC",-0.26181601980151,11.7000818071398,285.755078157933,56.6924093567636,6.13611153513459,-0.526361774233159,1.81419124107292,-0.495329194456975,-0.455381992488781,-0.25103058975263,0.676618054328286
"Birkenhead","Sockeye",1976,619577,50023,0,0,0,0,0,0.0472564346320151,0.773682689964282,0.136209058761058,0,0,0.0015768822922736,0.035845423571243,0.00542951077912834,0,0,0,0,0,0,0,0,0,0,2.5165540874701,20,49.12,-123.06,0,0.957148183357355,0.0428518166426449,0,0,"WC",0.312523211742956,12.2744210386843,234.750206441989,-10.7294899373903,12.3858425124443,-0.0664710334731722,2.5165540874701,0.18099860815289,0.421104501350734,-0.566153470136079,-0.108705243869083
"Birkenhead","Sockeye",1977,431633,12799,0,0,0,0,0,0.0360954792613169,0.664963058894941,0.227336649422078,0,0,0.0082268964606506,0.049542087838511,0.0138358281225022,0,0,0,0,0,0,0,0,0,0,3.51820864727233,20,49.12,-123.06,0,0.928395187578336,0.0716048124216638,0,0,"WC",-0.07517629178452,11.8867215351568,279.947864832558,25.3065257127921,33.7239628095945,1.50370918476502,3.51820864727233,-0.647965044278773,-0.170555200523226,-0.286909236801972,0.311038533161343
"Birkenhead","Sockeye",1978,666214,48158,0,0,0,0,0,0.0633925435370617,0.740816014073556,0.175941964593959,0,0,0.000438297604073166,0.0171866697487594,0.00222451044259052,0,0,0,0,0,0,0,0,0,0,2.62712366835003,20,49.12,-123.06,0,0.980150522204577,0.0198494777954231,0,0,"WC",0.0653112937170534,12.0272091206583,212.990699985145,-43.9613045409777,13.8339216744881,0.040086864927461,2.62712366835003,0.139465801044974,0.0438398198432696,-0.700590007661172,-0.495785977618685
"Birkenhead","Sockeye",1979,415951,35168,0,0,0,0,0,0.0333717192650096,0.657728915184721,0.29132518012939,0,0,0.00215169575262471,0.0125134931758789,0.0029089964923753,0,0,0,0,0,0,0,0,0,0,2.47043088664091,20,49.12,-123.06,0,0.982425814579121,0.0175741854208789,0,0,"WC",-0.14775405017241,11.8141437767689,413.81195018657,140.839073299862,11.8275420837125,-0.107553953468973,2.47043088664091,-0.149816324602116,-0.28131452443197,0.540141880816378,1.65674967850266
"Birkenhead","Sockeye",1980,163172,32786,0,0,0,0,0,0.0620878582109676,0.708234255877234,0.221925330326281,0,0,0,0.00775255558551712,0,0,0,0,0,0,0,0,0,0,0,1.60480326417871,20,49.12,-123.06,0,0.992247444414483,0.00775255558551712,0,0,"WC",-0.633946598859022,11.3279512280823,289.737889351761,16.1380406323918,4.97688037577015,-0.611664594230967,1.60480326417871,-0.202862515771583,-1.0232823004853,-0.226423627844906,0.204244968782512
"Birkenhead","Sockeye",1981,266159,27175,0,0,0,0,0,0.0170950446913311,0.395173561668026,0.587731393640643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28179644155733,20,49.12,-123.06,0,1,0,0,0,"WC",0.88866253165116,12.8505603585924,320.712193115387,25.3353916671206,9.79425942962282,-0.257174452232625,2.28179644155733,-0.327817250721993,1.3003380705281,-0.0350554018012239,0.311374760806904
"Birkenhead","Sockeye",1982,1816442,72353,0,0,0,0,0,0.0266086117806129,0.810093028018511,0.154884659130322,0,0,0.000999206140355706,0.00713207468226346,0.000282420247935249,0,0,0,0,0,0,0,0,0,0,3.22307800429863,20,49.12,-123.06,0,0.991586298929446,0.00841370107055441,0,0,"WC",-0.531437977254262,11.430459849687,254.598486191564,-46.4079006243239,25.1052755241662,0.869497169165511,3.22307800429863,0.678278813364555,-0.866846143238882,-0.443525045146092,-0.524283675334785
"Birkenhead","Sockeye",1983,808110,21069,0,0,0,0,0,0.0188934674734875,0.774051799878729,0.185075051663759,0,0,0.000983776961057282,0.0192189182165794,0.00177698580638774,0,0,0,0,0,0,0,0,0,0,3.64689542202394,20,49.12,-123.06,0,0.978020319015976,0.0219796809840245,0,0,"WC",-0.252946848370142,11.7089509785712,263.736212153601,-48.6395216607058,38.3554036736437,1.84451693752858,3.64689542202394,-0.463795438497292,-0.441846944656097,-0.387069525733197,-0.550277365974854
"Birkenhead","Sockeye",1984,470361,23226,0,0,0,0,0,0.0125818254489637,0.739072754756453,0.184388161433452,0,0,0.000255123192611632,0.0579512332017323,0.00575090196678721,0,0,0,0,0,0,0,0,0,0,3.00822814416051,20,49.12,-123.06,0,0.936042741638869,0.0639572583611311,0,0,"WC",-0.107288288837588,11.8546095381037,219.13169025719,-104.824148278123,20.2514854042883,0.512327693898741,3.00822814416051,-0.415759907702775,-0.219560614329874,-0.662649189895545,-1.20471007619374
"Birkenhead","Sockeye",1985,245842,5757,0,0,0,0,0,0.0497311281229407,0.501167416470741,0.378690378373101,0,0,0.00346157288014253,0.0620235761179945,0.00492592803507944,0,0,0,0,0,0,0,0,0,0,3.75427254746806,20,49.12,-123.06,0,0.929588922966784,0.0704110770332165,0,0,"WC",0.0651417975176741,12.027039624459,340.895861602607,21.544991616797,42.7031439986104,2.16444839152881,3.75427254746806,-0.804787579213862,0.0435811554140375,0.089645152016836,0.267224573698992
"Birkenhead","Sockeye",1986,1211967,197841,0,0,0,0,0,0.0198181963700332,0.717204346322961,0.260156423400967,0,0,0.000461233680454996,0.0023598002255837,0,0,0,0,0,0,0,0,0,0,0,1.81253626074585,20,49.12,-123.06,0,0.997178966093961,0.0028210339060387,0,0,"WC",-0.0772489595567714,11.8846488673845,297.322012456431,-41.3833246575252,6.12596478990705,-0.527108429440549,1.81253626074585,3.47284658728311,-0.173718253312968,-0.179566717171036,-0.465757935010058
"Birkenhead","Sockeye",1987,999898,89492,0,0,0,0,0,0.0056715785010071,0.698371233865854,0.279626521905234,0,0,0.00118512088233,0.00379938753752883,0.0113461573080454,0,0,0,0,0,0,0,0,0,0,2.41350403796895,20,49.12,-123.06,0,0.983669334272096,0.0163306657279042,0,0,"WC",0.453086244828244,12.4149840717695,479.524670376268,127.145906422397,11.1730434005274,-0.155715688002701,2.41350403796895,1.05995751632572,0.635614660618575,0.946134111898416,1.49725308930007
"Birkenhead","Sockeye",1988,927715,75537,0,0,0,0,0,0.0318061042453771,0.216363861746334,0.716516387036967,0,0,0.00161795378968757,0.0295306209342309,0.00416507224740357,0,0,0,0,0,0,0,0,0,0,2.50810197111176,20,49.12,-123.06,0,0.964686353028678,0.035313646971322,0,0,"WC",0.362496883480574,12.3243947104219,272.057129864245,-79.6513944128635,12.2815970981109,-0.074142003790564,2.50810197111176,0.749185225070508,0.497368224808743,-0.335660484435834,-0.911500447020768
"Birkenhead","Sockeye",1989,1147929,15690,0,0,0,0,0,0.0317397678776301,0.814667980336763,0.151540731177625,0,0,0.00102880927304737,0.00102271133493448,0,0,0,0,0,0,0,0,0,0,0,4.29269116153209,20,49.12,-123.06,0,0.997948479392018,0.00205152060798185,0,0,"WC",-0.242938592104794,11.7189592348364,385.58756872577,25.4495765085327,73.1630975143404,4.40586496397365,4.29269116153209,-0.583583625861087,-0.426573564462525,0.365763471779261,0.312704774010339
"Birkenhead","Sockeye",1990,238613,97108,0,0,0,0,0,0.0426590336653912,0.83988299044897,0.104638054087581,0,0,0,0.0128199217980579,0,0,0,0,0,0,0,0,0,0,0,0.899019231479604,20,49.12,-123.06,0,0.987180078201942,0.0128199217980579,0,0,"WC",1.10828475377975,13.070182580721,434.150126044348,69.3517115816527,2.45719199242081,-0.79707759221599,0.899019231479604,1.22956280261734,1.63549872275289,0.665797025951166,0.824072295164085
"Birkenhead","Sockeye",1991,122385,152077,0,0,0,0,0,0.00199370837929485,0.451607631654206,0.504522613065327,0,0,0.00151979409241329,0.0263267557298689,0.0140294970788904,0,0,0,0,0,0,0,0,0,0,-0.217215157976973,20,49.12,-123.06,0,0.958123953098827,0.0418760469011725,0,0,"WC",0.87829744167236,12.8401952686137,432.911263440503,44.5761533993114,0.804756800831158,-0.918673169221957,-0.217215157976973,2.45370053662003,1.28452013423735,0.65814297372068,0.535489160157027
"Birkenhead","Sockeye",1992,99182,93445,0,0,0,0,0,0.0355104756911536,0.480540823939828,0.469470266782279,0,0,0.00126030933032203,0.00438587646952068,0.00883224778689682,0,0,0,0,0,0,0,0,0,0,0.0595835182913224,20,49.12,-123.06,0,0.98552156641326,0.0144784335867395,0,0,"WC",0.548037193301549,12.5099350202428,408.356750752773,25.2729103190979,1.06139440312483,-0.899788315225168,0.0595835182913224,1.14798925171316,0.780517218798879,0.506438077614636,0.310646984538085
"Birkenhead","Sockeye",1993,575880,151089,0,0,0,0,0,0.0151350975897756,0.31292630409113,0.660141001597555,0,0,0,0.00760575119816628,0.00419184552337293,0,0,0,0,0,0,0,0,0,0,1.33803023850002,20,49.12,-123.06,0,0.988202403278461,0.0117975967215392,0,0,"WC",0.966056200668149,12.9279540276095,396.376530997707,-3.18032151476885,3.81152830450926,-0.69741782572911,1.33803023850002,2.43169817017359,1.41844684993302,0.432420807698378,-0.0207733121619248
"Birkenhead","Sockeye",1994,67413,22315,0,0,0,0,0,0.0152492842626793,0.324848323023749,0.603533443104446,0,0,0.000103837538753653,0.0562651120703722,0,0,0,0,0,0,0,0,0,0,0,1.10557877957667,20,49.12,-123.06,0,0.943631050390874,0.0563689496091258,0,0,"WC",0.0757725348430049,12.0376703617843,439.996749697207,32.5418113577146,3.02097244006274,-0.755591421269852,1.10557877957667,-0.436047514820904,0.0598044902890584,0.701919161426138,0.395314390791525
"Birkenhead","Sockeye",1995,170525,18407,0,0,0,0,0,0.00285002199091042,0.826981381029175,0.170045447881542,0,0,0.000123149098372673,0,0,0,0,0,0,0,0,0,0,0,0,2.2261508864902,20,49.12,-123.06,0,0.999876850901627,0.000123149098372673,0,0,"WC",0.980522852399165,12.9424206793405,499.584193951073,79.9223444715684,9.26413864290759,-0.296183753941749,2.2261508864902,-0.523077118133362,1.44052408957973,1.07006766246622,0.947197931968298
"Birkenhead","Sockeye",1996,78931,27824,0,0,0,0,0,0.00915989915242427,0.431946890321927,0.526016394065703,0,0,0,0.032876816459946,0,0,0,0,0,0,0,0,0,0,0,1.04267509548207,20,49.12,-123.06,0,0.967123183540054,0.032876816459946,0,0,"WC",0.958281882578924,12.9201797095202,378.979379880306,-45.54212351249,2.83679557216791,-0.769144202423877,1.04267509548207,-0.313364279240471,1.40658263375246,0.324936165817242,-0.514199193229012
"Birkenhead","Sockeye",1997,30582,23274,0,0,0,0,0,0,0.593976849126937,0.333529527172847,0,0,0,0.0724936237002158,0,0,0,0,0,0,0,0,0,0,0,0.273074742900075,20,49.12,-123.06,0,0.927506376299784,0.0724936237002158,0,0,"WC",-0.633778362543701,11.3281194643976,400.447052336884,-35.3268856828056,1.31399845320959,-0.881200272934352,0.273074742900075,-0.414690966822786,-1.02302555873748,0.457569668305412,-0.395213161268119
"Birkenhead","Sockeye",1998,619321,173098,0,0,0,0,0,0.000447264019789415,0.344446579399052,0.650746543391876,0,0,0,0.00282890455837926,0.00153070863090384,0,0,0,0,0,0,0,0,0,0,1.2747658085211,20,49.12,-123.06,0,0.995640386810717,0.0043596131892831,0,0,"WC",0.350838627774559,12.3127364547159,383.078242356719,-58.8742683423132,3.57786340685623,-0.714612217497556,1.2747658085211,2.92182983325032,0.479576816688194,0.350260126184328,-0.669490635021865
"Birkenhead","Sockeye",1999,83528,26220,0,0,0,0,0,0,0.566408868882291,0.431316444784982,0,0,0,0.00227468633272675,0,0,0,0,0,0,0,0,0,0,0,1.15865942665226,20,49.12,-123.06,0,0.997725313667273,0.00227468633272675,0,0,"WC",-0.418236681445058,11.5436611454963,466.089365607327,17.3211989134592,3.18565980167811,-0.743472788803579,1.15865942665226,-0.349084720313446,-0.694092130605815,0.863126905034003,0.21802627386743
"Birkenhead","Sockeye",2000,101965,8333,0,0,0,0,0,0.00639435100279508,0.624822242926494,0.368783406070711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50440608174424,20,49.12,-123.06,0,1,0,0,0,"WC",-0.401522238660462,11.5603755882808,358.960469927908,-93.315095147309,12.2362894515781,-0.0774759980379498,2.50440608174424,-0.747421085321106,-0.668584586373888,0.201253537979859,-1.0706538176421
"Birkenhead","Sockeye",2001,191674,28361,0,0,0,0,0,0.000292162734643196,0.576056220457652,0.423651616807705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91078105029371,20,49.12,-123.06,0,1,0,0,0,"WC",0.695681560995998,12.6575793879373,594.292490037857,132.997717599738,6.7583653608829,-0.480572799651198,1.91078105029371,-0.301405503145592,1.00583404737015,1.65520296533076,1.5654143796572
"Birkenhead","Sockeye",2002,634125,107481,0,0.000539325842696629,0,0,0,0.00141612458111571,0.792559826532624,0.204902818844865,0,0,0,0,0.000581904198698995,0,0,0,0,0,0,0,0,0,0,1.77493200812628,20,49.12,-123.06,0.000539325842696629,0.998878769958604,0.000581904198698995,0,0,"WC",1.20017100133501,13.1620688282763,347.298816076635,-119.530181626693,5.89987997878695,-0.543745035342162,1.77493200812628,1.46056538070335,1.77572430813595,0.129204460548319,-1.37600442912071
"Birkenhead","Sockeye",2003,13338,152657,0,0,0,0,0,0.00599790073474284,0.454640875693507,0.525566051881841,0,0,0,0.0137951716899085,0,0,0,0,0,0,0,0,0,0,0,-2.43757647045395,20,49.12,-123.06,0,0.986204828310091,0.0137951716899085,0,0,"WC",1.0056792113607,12.967577038302,543.721113959799,73.1089979130765,0.0873723445370995,-0.971462396504312,-2.43757647045395,2.46661690558657,1.47891465677932,1.34275834663974,0.867836777104769
"Birkenhead","Sockeye",2004,77365,17516,0,0,0,0,0,0.000607509855877981,0.600878950429781,0.398513539714341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48541973300248,20,49.12,-123.06,0,1,0,0,0,"WC",0.0923503697968294,12.0542481967381,331.463949976346,-147.317651337105,4.41681890842658,-0.652877101460939,1.48541973300248,-0.542919333218163,0.0851035603091479,0.0313720683054917,-1.69966999757841
